Executed on: 2023-09-21 02:33:35.750182
PFP client version: 1.11.0
Model version: v3.0.0
Calculation mode: CRYSTAL_PLUS_D3
Method type: PFVM
****************************************
Examining NCM622 ...
  Importing initial (known) stable/unstable structures ...
    Supercell size: 5 × 4 × 1
    Number of atoms (perfect): 240
    Cell parameters (a, b, c): 2.873440, 2.877225, 14.130600
    Structural parameter range (min, max): 0.000000, 0.500000
    Number of discrete structural parameters: 60
    Structural parameter spacing: 0.008475
  Importing energies and 1-D DOS from previous WL simlation ...
    Energy range (min, max): -1075.388829, -1064.828767
    Number of energy states: 60
    Energy spacing (eV): 0.178984
  Performing multicanonical Monte Carlo (MCMC) sampling ...
    Number of NNP-neighbors: 11400
    Maximum number of Monte Carlo steps: 10000000
    Trial move style: swap
    -- MCMC Step: 02280000 	Time(s): 488896.168862
    -- MCMC Step: 02290000 	Time(s): 491906.740149
    -- MCMC Step: 02300000 	Time(s): 494886.626058
    -- MCMC Step: 02310000 	Time(s): 497880.520371
    -- MCMC Step: 02320000 	Time(s): 500856.482837
    -- MCMC Step: 02330000 	Time(s): 503870.549635
    -- MCMC Step: 02340000 	Time(s): 506983.724716
    -- MCMC Step: 02350000 	Time(s): 510183.827832
    -- MCMC Step: 02360000 	Time(s): 513831.125407
    -- MCMC Step: 02370000 	Time(s): 517650.156182
    -- MCMC Step: 02380000 	Time(s): 521324.993114
    -- MCMC Step: 02390000 	Time(s): 525150.570183
    -- MCMC Step: 02400000 	Time(s): 529070.285021
    -- MCMC Step: 02410000 	Time(s): 532993.618599
    -- MCMC Step: 02420000 	Time(s): 537165.266997
    -- MCMC Step: 02430000 	Time(s): 541359.968472
    -- MCMC Step: 02440000 	Time(s): 545624.288713
    -- MCMC Step: 02450000 	Time(s): 549877.879539
    -- MCMC Step: 02460000 	Time(s): 554079.076210
    -- MCMC Step: 02470000 	Time(s): 558269.995061
    -- MCMC Step: 02480000 	Time(s): 562488.587279
    -- MCMC Step: 02490000 	Time(s): 566683.489292
    -- MCMC Step: 02500000 	Time(s): 570855.511631
    -- MCMC Step: 02510000 	Time(s): 575039.406012
    -- MCMC Step: 02520000 	Time(s): 579206.994220
    -- MCMC Step: 02530000 	Time(s): 583421.065919
    -- MCMC Step: 02540000 	Time(s): 587598.303292
    -- MCMC Step: 02550000 	Time(s): 591808.812897
    -- MCMC Step: 02560000 	Time(s): 596103.452367
    -- MCMC Step: 02570000 	Time(s): 600487.935739
    -- MCMC Step: 02580000 	Time(s): 604737.027180
    -- MCMC Step: 02590000 	Time(s): 608937.420934
    -- MCMC Step: 02600000 	Time(s): 612946.470696
    -- MCMC Step: 02610000 	Time(s): 617014.734567
    -- MCMC Step: 02620000 	Time(s): 621172.393707
    -- MCMC Step: 02630000 	Time(s): 625280.160988
    -- MCMC Step: 02640000 	Time(s): 629491.833673
    -- MCMC Step: 02650000 	Time(s): 633772.231536
    -- MCMC Step: 02660000 	Time(s): 638005.165862
    -- MCMC Step: 02670000 	Time(s): 642239.179153
    -- MCMC Step: 02680000 	Time(s): 646482.051037
    -- MCMC Step: 02690000 	Time(s): 650721.751792
    -- MCMC Step: 02700000 	Time(s): 654943.667883
    -- MCMC Step: 02710000 	Time(s): 659138.458431
    -- MCMC Step: 02720000 	Time(s): 663396.293221
    -- MCMC Step: 02730000 	Time(s): 667622.885436
    -- MCMC Step: 02740000 	Time(s): 671911.792461
    -- MCMC Step: 02750000 	Time(s): 676172.265536
    -- MCMC Step: 02760000 	Time(s): 680448.811680
    -- MCMC Step: 02770000 	Time(s): 684809.477516
    -- MCMC Step: 02780000 	Time(s): 689086.755348
    -- MCMC Step: 02790000 	Time(s): 693080.591795
    -- MCMC Step: 02800000 	Time(s): 697208.835504
    -- MCMC Step: 02810000 	Time(s): 701323.119638
    -- MCMC Step: 02820000 	Time(s): 705518.881440
    -- MCMC Step: 02830000 	Time(s): 709734.542115
    -- MCMC Step: 02840000 	Time(s): 713996.592931
    -- MCMC Step: 02850000 	Time(s): 718241.353973
    -- MCMC Step: 02860000 	Time(s): 722462.612977
    -- MCMC Step: 02870000 	Time(s): 726674.199668
    -- MCMC Step: 02880000 	Time(s): 730835.745248
    -- MCMC Step: 02890000 	Time(s): 735030.351814
    -- MCMC Step: 02900000 	Time(s): 739170.829903
    -- MCMC Step: 02910000 	Time(s): 743307.545197
    -- MCMC Step: 02920000 	Time(s): 747489.913532
    -- MCMC Step: 02930000 	Time(s): 751640.077496
    -- MCMC Step: 02940000 	Time(s): 755812.495265
    -- MCMC Step: 02950000 	Time(s): 759994.858449
    -- MCMC Step: 02960000 	Time(s): 764126.776717
    -- MCMC Step: 02970000 	Time(s): 768051.423367
    -- MCMC Step: 02980000 	Time(s): 771901.374774
    -- MCMC Step: 02990000 	Time(s): 775621.711259
    -- MCMC Step: 03000000 	Time(s): 779254.076769
    -- MCMC Step: 03010000 	Time(s): 782823.009588
    -- MCMC Step: 03020000 	Time(s): 786377.508741
    -- MCMC Step: 03030000 	Time(s): 789938.834274
    -- MCMC Step: 03040000 	Time(s): 793521.474389
    -- MCMC Step: 03050000 	Time(s): 797109.813392
    -- MCMC Step: 03060000 	Time(s): 800702.806511
    -- MCMC Step: 03070000 	Time(s): 804304.029426
    -- MCMC Step: 03080000 	Time(s): 807975.136686
    -- MCMC Step: 03090000 	Time(s): 811607.217981
    -- MCMC Step: 03100000 	Time(s): 815286.953227
    -- MCMC Step: 03110000 	Time(s): 818967.511072
    -- MCMC Step: 03120000 	Time(s): 822635.509042
    -- MCMC Step: 03130000 	Time(s): 826391.828058
    -- MCMC Step: 03140000 	Time(s): 830158.730756
    -- MCMC Step: 03150000 	Time(s): 833951.652590
    -- MCMC Step: 03160000 	Time(s): 837610.447709
    -- MCMC Step: 03170000 	Time(s): 840987.002677
    -- MCMC Step: 03180000 	Time(s): 843510.583257
    -- MCMC Step: 03190000 	Time(s): 846916.147305
    -- MCMC Step: 03200000 	Time(s): 850466.355070
    -- MCMC Step: 03210000 	Time(s): 854051.050722
    -- MCMC Step: 03220000 	Time(s): 857645.353197
    -- MCMC Step: 03230000 	Time(s): 861246.257215
    -- MCMC Step: 03240000 	Time(s): 865090.396399
    -- MCMC Step: 03250000 	Time(s): 868904.429215
    -- MCMC Step: 03260000 	Time(s): 872732.650621
    -- MCMC Step: 03270000 	Time(s): 876588.962616
    -- MCMC Step: 03280000 	Time(s): 880457.883347
    -- MCMC Step: 03290000 	Time(s): 884296.097613
    -- MCMC Step: 03300000 	Time(s): 888138.529480
    -- MCMC Step: 03310000 	Time(s): 892007.541369
    -- MCMC Step: 03320000 	Time(s): 895881.383720
    -- MCMC Step: 03330000 	Time(s): 899746.843751
    -- MCMC Step: 03340000 	Time(s): 903606.443842
    -- MCMC Step: 03350000 	Time(s): 907371.690501
    -- MCMC Step: 03360000 	Time(s): 911175.670131
    -- MCMC Step: 03370000 	Time(s): 915062.651351
    -- MCMC Step: 03380000 	Time(s): 918991.194025
    -- MCMC Step: 03390000 	Time(s): 922876.637499
    -- MCMC Step: 03400000 	Time(s): 926746.905857
    -- MCMC Step: 03410000 	Time(s): 930554.853801
    -- MCMC Step: 03420000 	Time(s): 934365.042723
    -- MCMC Step: 03430000 	Time(s): 938249.337454
    -- MCMC Step: 03440000 	Time(s): 942059.515928
    -- MCMC Step: 03450000 	Time(s): 945921.979225
    -- MCMC Step: 03460000 	Time(s): 950010.516902
    -- MCMC Step: 03470000 	Time(s): 953835.578084
    -- MCMC Step: 03480000 	Time(s): 957731.232602
    -- MCMC Step: 03490000 	Time(s): 961666.200090
    -- MCMC Step: 03500000 	Time(s): 965607.533416
    -- MCMC Step: 03510000 	Time(s): 969496.931580
    -- MCMC Step: 03520000 	Time(s): 973795.180993
    -- MCMC Step: 03530000 	Time(s): 978372.155981
    -- MCMC Step: 03540000 	Time(s): 982895.163464
    -- MCMC Step: 03550000 	Time(s): 987370.812992
    -- MCMC Step: 03560000 	Time(s): 991765.664884
    -- MCMC Step: 03570000 	Time(s): 996103.469788
    -- MCMC Step: 03580000 	Time(s): 1000414.318852
